order_id,customer_id,order_date,ship_date,ship_mode
CA-2014-103058,AG-10270,7/23/2014,7/24/2014,First Class
CA-2017-121125,MG-17890,5/30/2017,6/3/2017,Standard Class
US-2016-114013,SC-20770,3/13/2016,3/15/2016,Second Class
CA-2017-135069,BS-11755,4/10/2017,4/14/2017,Standard Class
CA-2016-101693,LC-17140,6/25/2016,6/27/2016,Second Class
US-2014-164763,MH-17440,3/17/2014,3/21/2014,Standard Class
CA-2014-161249,RD-19720,8/9/2014,8/13/2014,Standard Class
CA-2015-148180,BP-11095,7/26/2015,7/31/2015,Standard Class
CA-2014-165568,BF-11020,2/15/2014,2/19/2014,Standard Class
CA-2015-145457,CP-12085,3/24/2015,3/27/2015,Second Class
US-2017-163657,JL-15235,9/2/2017,9/6/2017,Standard Class
CA-2015-120446,JG-15805,11/16/2015,11/18/2015,First Class
CA-2014-109932,VP-21760,12/9/2014,12/11/2014,First Class
CA-2017-127474,RD-19810,2/3/2017,2/7/2017,Second Class
CA-2017-115448,MH-18025,11/11/2017,11/14/2017,First Class
CA-2017-105669,SJ-20125,9/17/2017,9/22/2017,Second Class
CA-2017-134796,FM-14380,6/25/2017,7/1/2017,Standard Class
CA-2016-137743,KH-16360,7/30/2016,8/4/2016,Standard Class
CA-2015-137974,LL-16840,4/16/2015,4/18/2015,First Class
US-2015-136987,AR-10540,4/11/2015,4/14/2015,Second Class
CA-2015-138485,NP-18670,2/27/2015,3/1/2015,Second Class
CA-2016-103709,LP-17095,9/8/2016,9/15/2016,Standard Class
CA-2016-138282,AH-10690,5/19/2016,5/23/2016,Standard Class
CA-2017-148985,TB-21190,11/11/2017,11/15/2017,Second Class
CA-2014-138100,AA-10315,9/15/2014,9/20/2014,Standard Class
CA-2015-100734,AC-10615,9/15/2015,9/20/2015,Standard Class
CA-2016-139997,EM-14140,7/1/2016,7/3/2016,First Class
CA-2016-109652,QJ-19255,4/10/2016,4/15/2016,Standard Class
CA-2014-167199,ME-17320,1/6/2014,1/10/2014,Standard Class
CA-2016-124583,LB-16795,9/1/2016,9/3/2016,Second Class
CA-2014-113964,JP-16135,9/23/2014,9/30/2014,Standard Class
CA-2014-129938,EB-13705,12/15/2014,12/17/2014,Second Class
CA-2017-135111,CS-12400,12/28/2017,1/2/2018,Standard Class
US-2015-134558,PM-19135,12/19/2015,12/24/2015,Second Class
CA-2017-157196,AA-10645,11/5/2017,11/9/2017,Standard Class
CA-2015-108672,FA-14230,9/10/2015,9/16/2015,Standard Class
US-2017-118598,CM-12190,11/16/2017,11/16/2017,Same Day
US-2017-160836,CC-12475,9/11/2017,9/16/2017,Standard Class
CA-2017-121048,TC-21295,7/14/2017,7/18/2017,Standard Class
US-2017-120147,TB-21400,3/30/2017,3/30/2017,Same Day
CA-2016-158043,JK-15325,1/31/2016,2/4/2016,Second Class
US-2017-106579,BW-11200,6/8/2017,6/13/2017,Standard Class
CA-2014-115889,SH-20395,11/2/2014,11/6/2014,Standard Class
US-2017-161935,JL-15835,7/14/2017,7/18/2017,Standard Class
US-2017-167920,JL-15835,12/9/2017,12/12/2017,Second Class
CA-2016-162383,MD-17350,9/5/2016,9/11/2016,Standard Class
CA-2014-125731,CL-12565,9/10/2014,9/16/2014,Standard Class
US-2017-106145,RA-19885,9/26/2017,9/26/2017,Same Day
CA-2016-107146,LC-16885,6/17/2016,6/19/2016,First Class
US-2017-134642,SW-20245,2/25/2017,3/1/2017,Standard Class
US-2017-160143,HG-14965,3/31/2017,4/7/2017,Standard Class
CA-2017-103415,MV-17485,12/3/2017,12/8/2017,Standard Class
CA-2016-106460,GT-14710,2/19/2016,2/22/2016,Second Class
US-2017-112347,BS-11380,12/2/2017,12/6/2017,Standard Class
CA-2014-103492,CM-12715,10/10/2014,10/15/2014,Standard Class
CA-2016-136595,EM-13825,9/5/2016,9/7/2016,First Class
CA-2014-140396,KH-16330,11/20/2014,11/25/2014,Standard Class
CA-2014-114181,AF-10885,5/10/2014,5/14/2014,Second Class
CA-2017-159506,JR-16210,11/27/2017,12/2/2017,Standard Class
US-2014-137155,DL-12925,11/1/2014,11/5/2014,Standard Class
CA-2016-105746,BD-11605,12/30/2016,1/1/2017,First Class
US-2016-104815,RB-19570,9/3/2016,9/7/2016,Standard Class
CA-2017-157672,RB-19795,10/5/2017,10/7/2017,First Class
US-2016-166660,TB-21250,1/30/2016,2/1/2016,Second Class
CA-2017-140802,KN-16390,4/21/2017,4/23/2017,First Class
CA-2014-133830,RL-19615,12/5/2014,12/10/2014,Standard Class
CA-2014-100916,FH-14275,10/21/2014,10/26/2014,Standard Class
CA-2015-129532,YS-21880,12/8/2015,12/12/2015,Standard Class
CA-2014-134726,SW-20755,11/2/2014,11/7/2014,Second Class
CA-2016-138597,PN-18775,12/18/2016,12/21/2016,First Class
CA-2015-123113,AT-10735,11/23/2015,11/27/2015,Second Class
CA-2015-169656,EJ-13720,8/13/2015,8/16/2015,First Class
CA-2015-142734,DM-13345,4/16/2015,4/21/2015,Standard Class
CA-2014-163223,KH-16690,3/21/2014,3/25/2014,Standard Class
CA-2017-122945,MB-18085,11/16/2017,11/22/2017,Standard Class
CA-2015-139738,DK-12895,9/25/2015,9/29/2015,Standard Class
CA-2016-158778,DB-13210,9/5/2016,9/9/2016,Standard Class
CA-2017-119655,CV-12295,4/20/2017,4/24/2017,Standard Class
CA-2015-164567,GK-14620,6/15/2015,6/19/2015,Standard Class
CA-2014-131947,JA-15970,9/17/2014,9/22/2014,Standard Class
CA-2016-152520,TH-21115,7/8/2016,7/12/2016,Standard Class
CA-2016-101791,BS-11665,5/27/2016,5/31/2016,Standard Class
CA-2017-121195,NS-18505,12/24/2017,12/27/2017,First Class
CA-2017-163209,MK-18160,5/3/2017,5/7/2017,Standard Class
CA-2014-133354,SA-20830,2/22/2014,2/24/2014,First Class
US-2015-130491,BH-11710,2/8/2015,2/11/2015,First Class
CA-2015-113740,SC-20380,8/24/2015,8/28/2015,Second Class
CA-2014-148425,RF-19345,11/30/2014,12/4/2014,Standard Class
CA-2016-144309,CM-12235,12/10/2016,12/16/2016,Standard Class
CA-2017-151225,JM-15655,10/27/2017,10/29/2017,First Class
US-2014-144078,RB-19435,11/25/2014,11/29/2014,Standard Class
CA-2014-124464,SS-20515,7/14/2014,7/20/2014,Standard Class
CA-2015-136805,NM-18445,5/23/2015,5/27/2015,Second Class
US-2015-159499,EM-14095,11/21/2015,11/23/2015,Second Class
CA-2014-162089,MP-17470,3/30/2014,4/1/2014,First Class
US-2017-158526,KH-16360,12/29/2017,1/1/2018,Second Class
CA-2017-104885,DB-13555,3/2/2017,3/8/2017,Standard Class
US-2016-157490,LB-16795,10/6/2016,10/7/2016,First Class
CA-2015-161452,CA-11965,4/5/2015,4/11/2015,Standard Class
US-2014-115196,DL-12925,9/9/2014,9/13/2014,Standard Class
CA-2016-138968,FC-14335,3/15/2016,3/16/2016,First Class
CA-2015-101889,DB-13120,12/27/2015,12/31/2015,Standard Class
CA-2017-110821,CK-12205,8/7/2017,8/8/2017,First Class
CA-2015-121552,FW-14395,3/22/2015,3/27/2015,Standard Class
CA-2015-107685,JM-15865,11/30/2015,12/2/2015,Second Class
US-2014-120740,PS-18970,4/15/2014,4/15/2014,Same Day
CA-2017-155740,TC-21475,7/30/2017,8/2/2017,First Class
CA-2017-146493,CV-12805,6/1/2017,6/5/2017,Standard Class
CA-2014-105417,VS-21820,1/7/2014,1/12/2014,Standard Class
US-2017-141509,SC-20575,9/29/2017,10/1/2017,First Class
CA-2017-139493,SG-20605,9/13/2017,9/19/2017,Standard Class
CA-2014-151967,NB-18580,10/22/2014,10/26/2014,Standard Class
US-2016-140158,DR-12940,10/4/2016,10/8/2016,Standard Class
CA-2015-130974,MA-17560,11/27/2015,11/29/2015,Second Class
CA-2017-133487,TS-21655,5/6/2017,5/9/2017,Second Class
CA-2014-142951,JG-15115,10/8/2014,10/8/2014,Same Day
CA-2014-133592,KM-16375,12/31/2014,1/7/2015,Standard Class
CA-2015-120782,SD-20485,4/28/2015,5/1/2015,First Class
CA-2015-116876,TT-21070,2/14/2015,2/21/2015,Standard Class
CA-2016-169838,BB-11545,11/25/2016,11/29/2016,Standard Class
US-2017-128951,RS-19420,7/15/2017,7/17/2017,First Class
CA-2014-102330,AI-10855,12/29/2014,1/3/2015,Standard Class
CA-2016-118899,MC-17275,3/22/2016,3/22/2016,Same Day
CA-2017-107958,AH-10120,7/2/2017,7/5/2017,First Class
CA-2017-151799,BF-11170,12/14/2017,12/18/2017,Standard Class
CA-2016-114601,AA-10480,8/26/2016,9/2/2016,Standard Class
CA-2017-100237,SV-20815,10/15/2017,10/19/2017,Standard Class
CA-2014-139542,EH-14185,10/25/2014,10/29/2014,Standard Class
US-2015-142811,JL-15850,4/2/2015,4/7/2015,Standard Class
CA-2017-139353,JM-15250,10/28/2017,10/30/2017,Second Class
CA-2014-150203,JB-15925,12/5/2014,12/7/2014,First Class
US-2017-101518,PB-19105,11/3/2017,11/8/2017,Standard Class
CA-2015-149636,SP-20620,1/6/2015,1/12/2015,Standard Class
US-2017-146213,MC-17605,9/9/2017,9/14/2017,Standard Class
CA-2015-108588,BG-11695,1/5/2015,1/10/2015,Standard Class
US-2017-138086,JO-15550,4/16/2017,4/20/2017,Standard Class
CA-2015-139374,AR-10345,9/10/2015,9/14/2015,Standard Class
CA-2016-113978,TS-21505,9/25/2016,9/29/2016,Standard Class
US-2015-150231,JK-15640,3/16/2015,3/20/2015,Second Class
CA-2016-106915,GA-14515,11/26/2016,12/2/2016,Standard Class
US-2016-109260,TN-21040,9/26/2016,10/1/2016,Standard Class
CA-2017-104850,TW-21025,6/13/2017,6/19/2017,Standard Class
CA-2017-140508,PA-19060,9/18/2017,9/21/2017,First Class
CA-2017-143294,JD-15790,6/2/2017,6/8/2017,Standard Class
CA-2016-165673,MN-17935,5/15/2016,5/19/2016,Second Class
CA-2017-134418,GM-14500,9/15/2017,9/20/2017,Standard Class
US-2016-106313,DG-13300,8/22/2016,8/26/2016,Standard Class
CA-2014-105872,JG-15160,5/30/2014,6/6/2014,Standard Class
CA-2017-108287,AG-10330,12/18/2017,12/20/2017,First Class
CA-2017-141103,JF-15355,7/30/2017,8/6/2017,Standard Class
CA-2014-154781,SC-20680,11/21/2014,11/26/2014,Standard Class
CA-2015-147816,CM-11935,9/24/2015,9/26/2015,Second Class
CA-2017-105326,KT-16480,8/20/2017,8/27/2017,Standard Class
CA-2016-133613,CP-12340,6/17/2016,6/22/2016,Standard Class
CA-2015-109113,EK-13795,12/19/2015,12/23/2015,Standard Class
CA-2015-156153,CW-11905,5/31/2015,6/2/2015,Second Class
CA-2015-133242,KH-16510,6/18/2015,6/24/2015,Standard Class
CA-2015-158323,AB-10600,11/30/2015,12/3/2015,First Class
CA-2015-161795,AH-10075,12/21/2015,12/23/2015,Second Class
CA-2017-100902,CK-12595,11/17/2017,11/21/2017,Standard Class
CA-2017-112844,SP-20620,11/13/2017,11/16/2017,Second Class
CA-2016-158925,JP-15460,10/24/2016,10/28/2016,Standard Class
CA-2014-155390,BG-11035,12/6/2014,12/11/2014,Standard Class
CA-2017-123071,CC-12550,12/3/2017,12/6/2017,First Class
CA-2017-156391,SL-20155,9/26/2017,9/28/2017,First Class
CA-2015-103093,FO-14305,2/3/2015,2/7/2015,Standard Class
US-2017-118941,BB-11545,8/12/2017,8/12/2017,Same Day
CA-2015-169299,DO-13435,8/24/2015,8/26/2015,First Class
CA-2017-154088,LB-16735,11/12/2017,11/17/2017,Standard Class
CA-2016-155978,TS-21205,8/1/2016,8/1/2016,Same Day
CA-2016-108196,CS-12505,11/25/2016,12/2/2016,Standard Class
CA-2016-152800,SP-20920,4/13/2016,4/15/2016,First Class
CA-2014-166961,CD-12790,12/27/2014,12/31/2014,Standard Class
CA-2016-139381,RF-19840,4/18/2016,4/22/2016,Standard Class
CA-2015-132136,FO-14305,3/8/2015,3/12/2015,Standard Class
CA-2016-162236,ER-13855,11/4/2016,11/6/2016,Second Class
US-2014-111353,PB-19150,11/29/2014,12/6/2014,Standard Class
US-2016-117037,LW-17215,5/17/2016,5/20/2016,First Class
CA-2017-160801,FG-14260,9/19/2017,9/19/2017,Same Day
CA-2016-108364,BP-11050,12/19/2016,12/24/2016,Standard Class
CA-2017-169362,SP-20860,10/12/2017,10/15/2017,First Class
CA-2015-127481,JD-15895,12/12/2015,12/15/2015,Second Class
CA-2015-112711,FM-14380,7/12/2015,7/18/2015,Standard Class
US-2015-145121,MP-17965,10/2/2015,10/6/2015,Standard Class
CA-2017-166184,HR-14830,3/24/2017,3/27/2017,First Class
CA-2017-157413,BW-11065,6/1/2017,6/6/2017,Standard Class
CA-2014-143637,MS-17710,3/24/2014,3/29/2014,Second Class
CA-2015-102260,SJ-20125,9/22/2015,9/26/2015,Standard Class
US-2016-137295,VS-21820,1/8/2016,1/13/2016,Standard Class
CA-2016-134334,DK-13090,2/14/2016,2/15/2016,First Class
US-2017-109316,MG-17680,6/8/2017,6/10/2017,First Class
CA-2016-138478,DP-13390,10/21/2016,10/26/2016,Second Class
CA-2017-150469,CJ-12010,1/26/2017,1/30/2017,Standard Class
CA-2017-152436,CW-11905,12/8/2017,12/10/2017,Second Class
CA-2016-169334,GW-14605,10/21/2016,10/24/2016,Second Class
US-2014-115413,PP-18955,8/26/2014,9/1/2014,Standard Class
CA-2014-125150,PW-19030,5/16/2014,5/23/2014,Standard Class
CA-2015-127327,PW-19030,2/3/2015,2/7/2015,Standard Class
CA-2017-117114,CY-12745,10/31/2017,11/5/2017,Standard Class
CA-2015-137302,BW-11110,4/26/2015,5/1/2015,Standard Class
CA-2016-112382,MB-18085,5/9/2016,5/13/2016,Standard Class
CA-2015-128958,CR-12820,1/24/2015,1/28/2015,Standard Class
CA-2015-106257,EB-14110,4/13/2015,4/17/2015,Second Class
CA-2015-149083,SH-19975,9/25/2015,9/30/2015,Standard Class
US-2014-137869,CV-12295,3/28/2014,4/2/2014,Standard Class
CA-2016-116603,AT-10735,7/17/2016,7/22/2016,Standard Class
CA-2014-158470,AG-10390,4/19/2014,4/23/2014,Second Class
US-2017-123834,GM-14500,7/21/2017,7/25/2017,Standard Class
CA-2015-125976,JK-15205,9/27/2015,10/2/2015,Standard Class
CA-2016-128706,DW-13540,2/27/2016,3/2/2016,Standard Class
CA-2016-104311,AS-10090,5/2/2016,5/6/2016,Standard Class
CA-2014-169649,TS-21205,12/9/2014,12/15/2014,Standard Class
CA-2015-144890,SM-20320,12/25/2015,12/29/2015,Standard Class
CA-2017-135587,BH-11710,12/7/2017,12/12/2017,Standard Class
CA-2014-103429,LW-16825,5/30/2014,6/1/2014,First Class
CA-2017-152261,JA-15970,3/2/2017,3/6/2017,Standard Class
CA-2015-142993,KA-16525,10/12/2015,10/17/2015,Standard Class
CA-2015-143364,TG-21310,7/14/2015,7/19/2015,Second Class
CA-2014-100972,DB-13360,11/19/2014,11/24/2014,Second Class
CA-2016-136994,LS-17245,5/27/2016,6/2/2016,Standard Class
US-2017-166233,MO-17950,7/3/2017,7/9/2017,Standard Class
CA-2017-122112,CA-11965,9/25/2017,9/29/2017,Standard Class
CA-2016-101672,DB-12910,10/3/2016,10/7/2016,Standard Class
CA-2017-168403,DK-12835,9/9/2017,9/15/2017,Standard Class
CA-2015-148705,EB-14170,3/12/2015,3/18/2015,Standard Class
CA-2016-160241,DR-12940,11/29/2016,12/4/2016,Second Class
CA-2016-155747,JS-15685,6/14/2016,6/21/2016,Standard Class
CA-2017-118017,LC-16870,12/3/2017,12/6/2017,Second Class
CA-2016-113117,JP-15520,8/16/2016,8/22/2016,Standard Class
CA-2016-148684,TS-21655,12/25/2016,12/29/2016,Standard Class
CA-2017-125367,NM-18445,7/23/2017,7/30/2017,Standard Class
CA-2017-124744,EH-14125,6/21/2017,6/25/2017,Standard Class
CA-2017-128363,DC-12850,8/13/2017,8/18/2017,Standard Class
CA-2015-126669,DO-13645,11/7/2015,11/13/2015,Standard Class
US-2015-118766,LS-16975,10/15/2015,10/22/2015,Standard Class
CA-2016-112585,RW-19630,7/30/2016,8/2/2016,First Class
CA-2016-149762,RD-19720,12/3/2016,12/7/2016,Standard Class
CA-2016-167605,RB-19570,4/28/2016,4/30/2016,Second Class
US-2017-105697,JE-15715,8/25/2017,8/27/2017,First Class
CA-2017-165323,SR-20740,6/17/2017,6/21/2017,Standard Class
CA-2015-110891,PO-19195,11/20/2015,11/24/2015,Standard Class
CA-2017-100783,JK-16120,9/4/2017,9/8/2017,Second Class
CA-2015-152513,JP-16135,7/4/2015,7/8/2015,Second Class
CA-2017-139822,Dp-13240,9/15/2017,9/21/2017,Standard Class
CA-2017-107713,JB-16000,3/13/2017,3/17/2017,Standard Class
CA-2017-134096,PP-18955,9/24/2017,9/29/2017,Standard Class
CA-2016-125843,RF-19840,8/13/2016,8/16/2016,First Class
CA-2017-120404,KH-16330,11/20/2017,11/24/2017,Second Class
CA-2017-167549,EM-14200,7/25/2017,7/27/2017,First Class
CA-2016-120082,DK-12835,3/25/2016,3/27/2016,Second Class
US-2016-168095,MC-17425,7/15/2016,7/20/2016,Standard Class
CA-2017-166093,RW-19540,8/17/2017,8/24/2017,Standard Class
CA-2016-146325,DS-13180,12/14/2016,12/17/2016,First Class
CA-2017-134194,GA-14725,12/25/2017,1/1/2018,Standard Class
CA-2014-131009,SC-20380,3/1/2014,3/5/2014,Standard Class
CA-2015-145814,KD-16345,11/19/2015,11/24/2015,Standard Class
CA-2014-138359,KH-16330,4/1/2014,4/6/2014,Standard Class
CA-2017-131807,GG-14650,10/5/2017,10/10/2017,Standard Class
CA-2017-104864,JS-15685,11/18/2017,11/23/2017,Second Class
CA-2015-138219,BP-11095,3/23/2015,3/30/2015,Standard Class
CA-2016-157707,CC-12610,10/10/2016,10/12/2016,First Class
US-2015-126753,SP-20860,8/16/2015,8/20/2015,Standard Class
CA-2014-166051,JK-15625,5/31/2014,6/5/2014,Standard Class
CA-2015-113040,CC-12100,8/27/2015,8/31/2015,Standard Class
CA-2014-103800,DP-13000,1/3/2014,1/7/2014,Standard Class
CA-2014-113383,SF-20065,9/10/2014,9/13/2014,First Class
CA-2017-152499,EH-13765,1/22/2017,1/25/2017,Second Class
CA-2016-151498,DN-13690,4/21/2016,4/24/2016,First Class
CA-2016-137939,PJ-19015,7/20/2016,7/23/2016,Second Class
US-2016-117793,MA-17560,8/23/2016,8/29/2016,Standard Class
CA-2016-133872,VM-21835,6/14/2016,6/17/2016,First Class
US-2015-165743,MM-18055,11/20/2015,11/23/2015,Second Class
US-2017-105998,CR-12580,11/3/2017,11/5/2017,First Class
US-2014-148194,BS-11365,5/4/2014,5/7/2014,First Class
US-2015-151407,RD-19585,11/8/2015,11/12/2015,Standard Class
CA-2015-110870,KD-16270,12/12/2015,12/15/2015,First Class
CA-2014-143210,AA-10645,12/1/2014,12/3/2014,First Class
CA-2016-139808,MC-18100,10/7/2016,10/11/2016,Standard Class
CA-2015-110863,AA-10645,11/17/2015,11/24/2015,Standard Class
CA-2014-127859,QJ-19255,3/17/2014,3/20/2014,Second Class
US-2015-136427,JM-16195,6/20/2015,6/23/2015,First Class
CA-2017-120168,TB-21625,5/25/2017,5/25/2017,Same Day
US-2014-131870,NF-18595,9/9/2014,9/11/2014,First Class
CA-2017-114804,BF-11020,10/17/2017,10/19/2017,Second Class
CA-2017-167227,NP-18670,11/2/2017,11/5/2017,First Class
CA-2014-129189,HM-14860,7/21/2014,7/25/2014,Standard Class
CA-2015-132465,DM-13525,9/11/2015,9/15/2015,Second Class
CA-2016-166373,JF-15565,10/21/2016,10/25/2016,Standard Class
CA-2016-158806,NM-18520,1/7/2016,1/11/2016,Standard Class
CA-2015-119690,MV-17485,6/25/2015,6/28/2015,First Class
CA-2015-153738,AG-10270,9/20/2015,9/22/2015,First Class
CA-2017-169012,BF-11275,7/10/2017,7/14/2017,Standard Class
CA-2017-109393,JC-15775,6/30/2017,7/2/2017,Second Class
CA-2017-121489,CM-11815,8/21/2017,8/25/2017,Second Class
US-2017-133081,PV-18985,3/11/2017,3/15/2017,Standard Class
CA-2017-165008,DO-13645,9/15/2017,9/17/2017,Second Class
CA-2016-145611,HA-14905,9/20/2016,9/24/2016,Standard Class
CA-2016-113600,SH-20395,12/15/2016,12/17/2016,Second Class
CA-2017-130834,JM-16195,11/3/2017,11/6/2017,Second Class
CA-2016-168543,DK-13225,7/3/2016,7/7/2016,Standard Class
CA-2014-144974,CM-12715,9/26/2014,9/30/2014,Standard Class
CA-2014-109904,BF-10975,7/14/2014,7/17/2014,Second Class
CA-2017-152205,SF-20965,9/28/2017,10/5/2017,Standard Class
CA-2015-121188,CB-12025,8/28/2015,9/4/2015,Standard Class
CA-2015-156013,TC-20980,9/20/2015,9/26/2015,Standard Class
CA-2016-132997,LW-17215,11/7/2016,11/9/2016,First Class
US-2015-160563,NS-18640,10/20/2015,10/24/2015,Standard Class
CA-2017-151750,JM-15250,1/1/2017,1/5/2017,Standard Class
CA-2015-106187,RF-19345,6/23/2015,6/29/2015,Standard Class
US-2016-164945,CA-12055,11/22/2016,11/27/2016,Standard Class
CA-2015-150714,KH-16690,10/26/2015,11/1/2015,Standard Class
CA-2016-105753,LC-16960,10/20/2016,10/26/2016,Standard Class
CA-2017-120894,JL-15130,4/28/2017,5/2/2017,Standard Class
CA-2016-106621,DM-12955,9/29/2016,10/1/2016,Second Class
CA-2015-107020,MV-18190,7/10/2015,7/14/2015,Standard Class
US-2015-117492,NS-18640,8/7/2015,8/9/2015,First Class
CA-2014-101392,AS-10630,12/7/2014,12/13/2014,Standard Class
CA-2015-127502,MT-17815,12/10/2015,12/14/2015,Standard Class
CA-2017-143658,SR-20425,11/8/2017,11/13/2017,Second Class
CA-2017-133046,DK-13375,7/27/2017,8/1/2017,Second Class
CA-2017-122798,SV-20935,12/28/2017,1/1/2018,Standard Class
CA-2016-169663,RH-19510,3/10/2016,3/13/2016,First Class
CA-2015-149846,SB-20185,5/22/2015,5/26/2015,Standard Class
CA-2017-159149,CR-12820,2/17/2017,2/19/2017,First Class
US-2017-167570,EG-13900,12/8/2017,12/15/2017,Standard Class
CA-2017-160122,RD-19930,11/18/2017,11/23/2017,Standard Class
CA-2016-130393,JM-15865,12/1/2016,12/3/2016,Second Class
CA-2017-144820,LW-16825,10/3/2017,10/7/2017,Second Class
CA-2017-101014,RW-19540,8/29/2017,9/4/2017,Standard Class
CA-2017-105543,BG-11695,11/24/2017,11/24/2017,Same Day
US-2017-113201,TT-21220,6/30/2017,7/5/2017,Standard Class
US-2017-106551,EB-13930,7/22/2017,7/27/2017,Standard Class
CA-2016-116722,LP-17080,11/11/2016,11/16/2016,Standard Class
CA-2014-138128,FP-14320,12/9/2014,12/15/2014,Standard Class
US-2017-150070,JA-15970,9/7/2017,9/12/2017,Standard Class
CA-2015-137064,TS-21655,2/6/2015,2/13/2015,Standard Class
CA-2017-157350,DP-13000,8/26/2017,9/1/2017,Standard Class
CA-2014-127866,JD-15895,7/20/2014,7/23/2014,First Class
CA-2015-131352,GH-14485,10/8/2015,10/13/2015,Standard Class
CA-2015-121776,RD-19585,2/16/2015,2/21/2015,Standard Class
CA-2016-118073,CS-12490,8/12/2016,8/16/2016,Standard Class
CA-2014-103219,BF-11215,11/9/2014,11/13/2014,Standard Class
CA-2016-102561,NK-18490,7/18/2016,7/22/2016,Standard Class
CA-2016-100993,AZ-10750,2/5/2016,2/10/2016,Standard Class
US-2014-112949,Co-12640,6/20/2014,6/27/2014,Standard Class
US-2017-146822,AG-10675,6/9/2017,6/14/2017,Standard Class
US-2016-131058,EM-14140,12/27/2016,12/31/2016,Standard Class
CA-2014-167997,CA-11965,1/26/2014,1/29/2014,First Class
CA-2017-140151,RB-19360,3/23/2017,3/25/2017,First Class
US-2017-143770,RD-19720,3/20/2017,3/24/2017,Standard Class
CA-2016-131296,MS-17830,10/4/2016,10/9/2016,Standard Class
CA-2016-103464,PG-18820,11/18/2016,11/22/2016,Standard Class
CA-2017-136238,KB-16240,12/26/2017,1/1/2018,Standard Class
CA-2016-120803,RB-19465,3/9/2016,3/13/2016,Standard Class
CA-2016-134138,JD-15790,2/16/2016,2/20/2016,Standard Class
CA-2015-120915,JJ-15445,9/28/2015,10/3/2015,Second Class
CA-2015-168207,LT-17110,11/2/2015,11/6/2015,Standard Class
CA-2016-144148,AH-10690,7/31/2016,8/5/2016,Standard Class
CA-2017-107174,AB-10060,11/6/2017,11/13/2017,Standard Class
CA-2016-146150,FM-14380,2/14/2016,2/19/2016,Standard Class
CA-2014-114125,GH-14410,7/9/2014,7/13/2014,Standard Class
CA-2016-114944,HE-14800,1/30/2016,2/4/2016,Standard Class
CA-2016-135965,SZ-20035,9/22/2016,9/25/2016,First Class
CA-2017-149699,CM-12115,12/22/2017,12/24/2017,First Class
CA-2016-166429,TG-21310,9/2/2016,9/8/2016,Standard Class
CA-2015-112767,DK-12985,8/2/2015,8/6/2015,Standard Class
CA-2015-119879,SS-20410,11/21/2015,11/25/2015,Standard Class
CA-2017-155642,BM-11575,5/18/2017,5/22/2017,Standard Class
US-2017-101721,MY-17380,7/23/2017,7/27/2017,Standard Class
CA-2015-136728,AG-10900,9/13/2015,9/17/2015,Second Class
CA-2016-127194,BW-11110,12/10/2016,12/16/2016,Standard Class
CA-2015-140375,SG-20470,10/2/2015,10/5/2015,Second Class
US-2017-155866,CC-12370,11/17/2017,11/21/2017,Standard Class
CA-2015-141327,LR-16915,11/30/2015,12/3/2015,First Class
CA-2015-136700,DB-13120,12/6/2015,12/11/2015,Second Class
CA-2017-102736,LP-17095,9/5/2017,9/9/2017,Standard Class
CA-2017-125269,AF-10870,4/24/2017,4/30/2017,Standard Class
CA-2015-114811,KD-16495,11/8/2015,11/8/2015,Same Day
CA-2015-122266,SA-20830,4/26/2015,4/30/2015,Standard Class
CA-2015-141565,BG-11035,9/20/2015,9/24/2015,Standard Class
CA-2017-128769,DM-12955,9/7/2017,9/12/2017,Standard Class
CA-2016-116337,MC-17845,11/7/2016,11/12/2016,Standard Class
CA-2015-120845,ML-17395,9/25/2015,10/2/2015,Standard Class
CA-2014-120775,RD-19930,10/3/2014,10/7/2014,Standard Class
CA-2014-152905,AB-10015,2/18/2014,2/24/2014,Standard Class
CA-2016-104633,EA-14035,6/12/2016,6/16/2016,Standard Class
CA-2017-104136,SF-20065,11/1/2017,11/4/2017,Second Class
CA-2016-123050,BC-11125,4/4/2016,4/8/2016,Second Class
CA-2016-162355,PF-19165,6/30/2016,7/2/2016,Second Class
CA-2014-158225,SE-20110,9/22/2014,9/28/2014,Standard Class
CA-2017-102204,CJ-12010,5/1/2017,5/6/2017,Standard Class
CA-2017-103065,PT-19090,10/20/2017,10/20/2017,Same Day
CA-2014-109855,LH-16900,9/1/2014,9/5/2014,Standard Class
CA-2014-109897,BW-11200,8/12/2014,8/16/2014,Standard Class
US-2014-143581,BS-11365,8/19/2014,8/23/2014,Standard Class
CA-2015-129217,DP-13390,5/10/2015,5/10/2015,Same Day
CA-2016-133816,CS-12400,5/10/2016,5/13/2016,Second Class
CA-2015-140221,MS-17365,3/5/2015,3/9/2015,Second Class
CA-2017-152310,DK-12895,8/12/2017,8/19/2017,Standard Class
CA-2016-118101,SN-20560,6/26/2016,6/26/2016,Same Day
CA-2016-100307,TC-21475,12/15/2016,12/19/2016,Standard Class
CA-2015-138457,AM-10705,9/13/2015,9/17/2015,Standard Class
CA-2014-131800,AJ-10960,12/30/2014,1/4/2015,Standard Class
CA-2014-118304,KH-16360,4/29/2014,5/4/2014,Standard Class
CA-2017-121790,LP-17095,1/30/2017,2/6/2017,Standard Class
CA-2016-169670,JE-15715,12/25/2016,12/31/2016,Standard Class
CA-2016-139549,MY-18295,10/20/2016,10/25/2016,Standard Class
